19410,18if,,Hikari no Parade,Wakana,Insert Song,0:45,19,https://files.catbox.moe/79d28q.webm,https://files.catbox.moe/ryal9u.mp3
19410,18if,,Chiisai Aki Mitsuketa,Yoshikazu Mera,Insert Song,0:45,19,https://files.catbox.moe/hxkvpn.webm,https://files.catbox.moe/azybcu.mp3
23487,2.43: Seiin Kōkō Danshi Volley-bu,2.43: Seiin High School Boys Volleyball Team,Mahi,yama,Opening 01,1:29,51,https://files.catbox.moe/24bjow.webm,https://files.catbox.moe/e2kgt9.mp3
23487,2.43: Seiin Kōkō Danshi Volley-bu,2.43: Seiin High School Boys Volleyball Team,Undulation,Soushi Sakiyama,Ending 01,1:29,47,https://files.catbox.moe/jvm91x.webm,https://files.catbox.moe/yr0215.mp3
1041,21 Emon,,Ooi! Kurumaya-san,Ninja,Opening 01,1:07,16,https://files.catbox.moe/996h4c.webm,https://files.catbox.moe/y0c1k5.mp3
1041,21 Emon,,21 Seiki no Koibito,Yumi Tanimura,Ending 01,1:05,11,https://files.catbox.moe/7u8arl.webm,https://files.catbox.moe/paecjk.mp3
1041,21 Emon,,Beethoven da ne Rock'n'Roll,TENTEN,Ending 02,1:04,11,https://files.catbox.moe/d78095.webm,https://files.catbox.moe/qj0ruo.mp3
1548,2112-nen Doraemon Tanjō,2112: The Birth of Doraemon,Boku Doraemon 2112,"Nobuyo Oyama, Koorogi '73",Ending 01,0:57,70,https://files.catbox.moe/j8hon0.webm,https://files.catbox.moe/cdu7no.mp3
1548,2112-nen Doraemon Tanjō,2112: The Birth of Doraemon,Hello! Dorami-chan,Satoko Yamano,Insert Song,0:59,22,https://files.catbox.moe/sa9chu.webm,https://files.catbox.moe/edpnbi.mp3
1548,2112-nen Doraemon Tanjō,2112: The Birth of Doraemon,Itoshi no Nyaao,Chisa Yokoyama,Insert Song,1:20,32,https://files.catbox.moe/4da6mc.webm,https://files.catbox.moe/0gwkdd.mp3
22353,22/7,22/7 (Nanabun no Nijyūni),Muzui,22/7,Opening 01,1:30,50,https://files.catbox.moe/quo6eu.webm,https://files.catbox.moe/skoxpu.mp3
22353,22/7,22/7 (Nanabun no Nijyūni),Sora no Emerald,22/7,Ending 01,1:28,40,https://files.catbox.moe/1lx500.webm,https://files.catbox.moe/fof6r6.mp3
